age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income,fairness_weight,merit_score,final_score
35,Private,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,<=50K,1.093519284984871,0.41373916688347145,0.4524317579406499
40,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,<=50K,1.093519284984871,0.4046701146034005,0.44251457437585634
57,Self-emp-not-inc,11th,7,Married-civ-spouse,Sales,Husband,White,Male,15,United-States,<=50K,1.093519284984871,0.2990802348202529,0.32705000453375027
38,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K,0.7876373846816079,0.4937671232689812,0.38890944561334145
48,Private,10th,6,Divorced,Sales,Not-in-family,White,Female,38,United-States,<=50K,0.8525062819796573,0.36236371259601563,0.3089173413495744
34,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,34,United-States,<=50K,0.8525062819796573,0.4448182834579094,0.37921038098727566
46,Federal-gov,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.4888076600299499,0.5345206028910787
30,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,38,?,<=50K,1.093519284984871,0.4277061783437781,0.46770495432609993
45,State-gov,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,50,United-States,<=50K,1.093519284984871,0.6533561643547403,0.7144575656856534
32,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.7876373846816079,0.6055479451789021,0.4769521998400321
35,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,<=50K,1.093519284984871,0.4804738607586476,0.5254074326707168
56,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.47250629016874857,0.5166947405761839
50,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.5242871120826694,0.5733180679314236
25,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.5500405367366727,0.601479934444981
41,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,33,United-States,<=50K,1.093519284984871,0.4498154878190214,0.4918819106149772
35,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,27,United-States,<=50K,0.8525062819796573,0.38404528933106014,0.3274010217194238
33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,41,United-States,>50K,0.7876373846816079,0.4755912775867587,0.3745934700558192
37,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.5664788929008312,0.6194555939239382
56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.47250629016874857,0.37216361863412206
31,Private,9th,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,0.8525062819796573,0.318259714834752,0.27131840619768044
53,Local-gov,HS-grad,9,Divorced,Craft-repair,Not-in-family,Other,Male,40,?,>50K,0.7876373846816079,0.46839670112770904,0.3689267526697215
33,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,35,Puerto-Rico,<=50K,1.093519284984871,0.41804025718087656,0.4571350831273237
72,Private,1st-4th,2,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K,1.093519284984871,0.2844240984016264,0.3110232367166131
54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K,0.7876373846816079,0.5156849314878591,0.4061727307568115
30,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.5568898518050721,0.47475209703454435
51,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,0.7876373846816079,0.6756569750863493,0.5321726927988985
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,1.093519284984871,0.6028082191515424,0.659182412789598
32,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,16,United-States,<=50K,1.093519284984871,0.3594254962069033,0.3930387116175053
30,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,50,United-States,>50K,0.7876373846816079,0.5128082191575423,0.40390692458047944
35,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.5937391668714714,0.6492652292248045
40,Private,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,44,United-States,>50K,2.1999658551748333,0.4989558288864588,1.0976857867906662
38,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.567848755914511,0.4840946316314537
19,Private,10th,6,Never-married,Other-service,Other-relative,White,Female,30,United-States,<=50K,0.8525062819796573,0.2859029913221234,0.2437340961388856
32,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,44,United-States,<=50K,1.093519284984871,0.4879969247770199,0.5336340482569827
49,Private,Masters,14,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.8525062819796573,0.6129172490629896,0.5225158051598888
76,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,10,United-States,<=50K,1.093519284984871,0.4821484483949352,0.5272386265453944
60,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K,1.093519284984871,0.575026558542233,0.6288026311444136
60,Private,9th,5,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.35798574223146806,0.39146431287973327
55,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States,>50K,0.7876373846816079,0.8648098965269497,0.6811566051472586
41,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,30,?,<=50K,0.8525062819796573,0.5260399776090804,0.44845238548417926
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,1.093519284984871,0.42867067373099293,0.4687596486322983
41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,2.1999658551748333,0.4519583449635506,0.9942929268811399
32,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,0.8525062819796573,0.4396295778404319,0.3747869768530329
45,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.3974377970222701,0.4346058956257551
59,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.5966158792017883,0.6524109696353596
31,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,35,United-States,<=50K,0.8525062819796573,0.41530053115351684,0.3540463117178615
40,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,37,United-States,<=50K,0.8525062819796573,0.4368129717459297,0.37238580246360764
44,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.5160679340005903,0.40647439785426553
63,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,60,United-States,<=50K,0.8525062819796573,0.6039320659554481,0.5148558801159723
51,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Male,20,United-States,<=50K,1.093519284984871,0.49382024039940886,0.5400019561926187
51,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,40,Philippines,<=50K,1.093519284984871,0.4056569751043493,0.4435937253652336
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.4273008107173131,0.46726167700905186
49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K,1.093519284984871,0.34965194296016566,0.38235114265937126
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.44921861893619086,0.3538213781691852
30,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,0.8525062819796573,0.43688985181307216,0.3724513432038056
43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Germany,<=50K,1.093519284984871,0.6206164383293805,0.6786560438918015
31,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,1.093519284984871,0.5141780821712222,0.5622636487707671
44,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,<=50K,1.093519284984871,0.5831087503213551,0.6376406637198299
43,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,>50K,0.7876373846816079,0.58877970363244,0.46374490592266726
37,Federal-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,72,?,>50K,0.7876373846816079,0.8034176684035359,0.6328017911483563
41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,46,United-States,>50K,0.7876373846816079,0.5095093653694327,0.40130862401036577
43,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.4546980709909103,0.3581371994550527
47,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.4901775230436298,0.3860821422797932
46,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.51880766002795,0.5673261814384378
19,State-gov,Some-college,10,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,0.8525062819796573,0.4518213586605936,0.38518054659073986
19,Private,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,50,Guatemala,<=50K,1.093519284984871,0.2877397260210638,0.3146489394602963
24,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,0.7876373846816079,0.571629857396228,0.45023704588548547
39,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,<=50K,1.093519284984871,0.5940145373003665,0.6495663520993157
37,Private,Assoc-voc,11,Divorced,Machine-op-inspct,Not-in-family,White,Female,30,United-States,<=50K,0.8525062819796573,0.4605605255583609,0.3926307412703552
28,?,Bachelors,13,Never-married,?,Own-child,Black,Female,40,Germany,<=50K,0.8525062819796573,0.5541501257777124,0.472416463385317
40,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,1.093519284984871,0.4505884819498708,0.49272719460424114
27,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,0.8525062819796573,0.5227802627660325,0.4456734581030186
22,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,40,United-States,<=50K,0.8525062819796573,0.4259309477036332,0.3631088086068962
21,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,12,United-States,<=50K,1.093519284984871,0.32598965611783665,0.3564759756704407
32,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,0.8525062819796573,0.4396295778404319,0.3747869768530329
20,Private,HS-grad,9,Separated,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,1.093519284984871,0.42319122167627343,0.46276776213931253
46,Local-gov,Prof-school,15,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.6388076600199499,0.5031487946526911
46,Private,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Female,45,United-States,<=50K,0.8525062819796573,0.5417668437011851,0.4618596376235514
26,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,44,United-States,<=50K,1.093519284984871,0.4797777466949407,0.5246462185175041
47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Male,60,United-States,<=50K,1.093519284984871,0.6720142577305703,0.734860550613172
22,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,10,United-States,<=50K,0.8525062819796573,0.31817584566222246,0.2712469072012345
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,1.093519284984871,0.534206038560732,0.584164605321532
49,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Portugal,<=50K,1.093519284984871,0.25291724908698954,0.2765698893819453
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,<=50K,1.093519284984871,0.38431367065456806,0.42025441034409444
28,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,<=50K,1.093519284984871,0.4571093094589475,0.4998578452394764
30,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,1.093519284984871,0.37688985181707213,0.4121363212770587
23,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.4273008107173131,0.46726167700905186
20,Private,9th,5,Never-married,Priv-house-serv,Own-child,White,Male,40,Mexico,<=50K,1.093519284984871,0.3031912216842735,0.3315454479498762
31,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,55,Mexico,<=50K,1.093519284984871,0.5371372658444573,0.5873699588849595
46,Private,1st-4th,2,Never-married,Machine-op-inspct,Own-child,White,Male,40,Puerto-Rico,<=50K,1.093519284984871,0.24880766004594995,0.27207597451220605
42,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.8525062819796573,0.4533282079772305,0.38646514509916957
60,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.3279857422334681,0.3586587343323742
30,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,<=50K,1.093519284984871,0.6028082191515424,0.659182412789598
27,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,<=50K,1.093519284984871,0.4995149566472087,0.5462292382321045
20,Private,9th,5,Never-married,Sales,Own-child,White,Female,32,United-States,<=50K,0.8525062819796573,0.2664565278070973,0.22715586383003766
41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.7876373846816079,0.5737950796544911,0.45194245588223825
61,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.47935560523714793,0.5241845986924161
47,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,>50K,2.1999658551748333,0.46017752304562987,1.0123748380193156
33,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K,1.093519284984871,0.3669178082085819,0.4012316992804645
40,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,25,United-States,<=50K,0.8525062819796573,0.41171093092816535,0.35098615497595376
48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Canada,>50K,0.7876373846816079,0.6045065697245449,0.4761319736006906
56,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.47250629016874857,0.37216361863412206
57,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.6238761531724285,0.49138818164995385
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,40,United-States,<=50K,0.8525062819796573,0.4531912216742734,0.3863483634153535
46,Private,Assoc-voc,11,Divorced,Tech-support,Other-relative,White,Female,36,United-States,<=50K,0.8525062819796573,0.5004403130893619,0.4266285106645475
21,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.4545610846879533,0.3875161802399672
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.44647889290883114,0.4882332797345018
42,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.48332820797523046,0.528528716398093
20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K,0.8525062819796573,0.37727285432980323,0.3216274783365534
62,?,Some-college,10,Married-civ-spouse,?,Wife,White,Female,1,United-States,<=50K,0.8525062819796573,0.3316438355975939,0.2827284532267775
50,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.49428711208466936,0.3893190082441938
49,Federal-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0.8525062819796573,0.49291724907098955,0.42021505132915
48,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,1.093519284984871,0.5974657533997799,0.6533403234606746
24,Private,Some-college,10,Never-married,Sales,Other-relative,Black,Female,40,United-States,<=50K,0.8525062819796573,0.45867067372899284,0.39101963071380813
46,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K,0.7876373846816079,0.60880766002195,0.4795196731138182
42,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.4533282079772305,0.38646514509916957
52,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.4970268381120291,0.5435084326305573
58,Local-gov,Assoc-acdm,12,Widowed,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,0.8525062819796573,0.5652460161901083,0.4818757796660424
37,Private,Some-college,10,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K,0.8525062819796573,0.4764788929068311,0.4062012494337859
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.4423693038677916,0.4837393648647626
18,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,20,United-States,<=50K,0.8525062819796573,0.35861476095397327,0.3057213365238953
33,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,<=50K,1.093519284984871,0.47099944085211165,0.5150469717888752
41,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,15,United-States,<=50K,0.8525062819796573,0.367162426595375,0.313008275179452
21,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,<=50K,0.8525062819796573,0.4227243499910129,0.36037516391310576
23,Private,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.487300810713313,0.4154270023468792
26,Federal-gov,Some-college,10,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,0.8525062819796573,0.4614103997563527,0.3933552643630356
33,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K,0.8525062819796573,0.5609994408461118,0.4782555475083854
24,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,45,United-States,<=50K,0.8525062819796573,0.48162985740222797,0.41059247902436585
43,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,42,China,<=50K,1.093519284984871,0.37388174446620437,0.40884689787758005
52,State-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,England,<=50K,0.8525062819796573,0.4670268381140291,0.3981433133453063
27,?,Some-college,10,Divorced,?,Own-child,Black,Female,40,United-States,<=50K,0.8525062819796573,0.4627802627700325,0.3945230811876492
61,Private,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,0.8525062819796573,0.3293556052471479,0.28077772247840577
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.4437391668814714,0.48523733648800893
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.4437391668814714,0.3495055568833177
43,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.4546980709909103,0.3581371994550527
51,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.4656569751003493,0.3667688420267878
35,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.5637391668734715,0.6164596506774453
47,Federal-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,Germany,>50K,0.7876373846816079,0.603136706710865,0.4750530182792237
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,1.093519284984871,0.4559309477016331,0.4985692839331644
49,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.7876373846816079,0.61475398376193,0.4842032199928462
20,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,20,United-States,<=50K,1.093519284984871,0.33135448698333303,0.36234252168254305
19,Private,10th,6,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.3318213586685936,0.282879792760001
27,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.4327802627720325,0.47325356350203757
42,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,45,United-States,<=50K,0.8525062819796573,0.5662873916444655,0.4827635587827813
27,?,Some-college,10,Divorced,?,Own-child,White,Male,40,United-States,<=50K,1.093519284984871,0.4627802627700325,0.5060591420493966
23,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,35,United-States,<=50K,1.093519284984871,0.4343416270420779,0.4749609454422185
20,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,10,United-States,<=50K,0.8525062819796573,0.31543611963486273,0.26891127355200717
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K,1.093519284984871,0.5060958903921,0.5534256161953508
17,Private,12th,8,Never-married,Other-service,Own-child,Black,Male,18,United-States,<=50K,1.093519284984871,0.2880612244749994,0.3150005042197677
76,?,10th,6,Married-civ-spouse,?,Husband,White,Male,1,United-States,<=50K,1.093519284984871,0.23082191779711203,0.2524082185083346
39,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K,0.8525062819796573,0.4792186189341908,0.4085368830830132
25,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,<=50K,1.093519284984871,0.3100405367526728,0.3390353060661084
31,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Black,Female,43,United-States,<=50K,0.8525062819796573,0.5120352250266931,0.43651324593012325
44,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,20,Haiti,<=50K,1.093519284984871,0.36423119931164977,0.39829384064045725
53,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.528396701123709,0.41618499574746737
34,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K,1.093519284984871,0.49532848753902664,0.5416512535263139
45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,1.093519284984871,0.5792745317092105,0.6334478717246018
34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,1.093519284984871,0.4653284875410267,0.5088456749789549
35,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.5937391668714714,0.4676511645776826
36,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,48,United-States,<=50K,1.093519284984871,0.5118437237703274,0.5597109828413221
45,Private,Some-college,10,Widowed,Other-service,Unmarried,White,Female,45,United-States,<=50K,0.8525062819796573,0.5103969806895052,0.43511663234125303
37,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,1.093519284984871,0.5683156275997716,0.6214640987386304
53,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0.7876373846816079,0.558396701121709,0.4398141172863404
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,?,<=50K,1.093519284984871,0.5856038579619216,0.6403691120429025
65,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.5148350572898673,0.5629820637327608
49,Self-emp-not-inc,10th,6,Divorced,Farming-fishing,Unmarried,White,Male,70,United-States,<=50K,1.093519284984871,0.5106723511184001,0.5584300642565359
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.42867067373099293,0.4687596486322983
54,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,1.093519284984871,0.4997665641393888,0.5465043758770501
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,12,United-States,<=50K,0.8525062819796573,0.20051020407111725,0.1709362085716505
19,Private,12th,8,Never-married,Other-service,Own-child,White,Male,16,United-States,<=50K,1.093519284984871,0.28161727703306505,0.3079539234205836
60,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,0.8525062819796573,0.4779857422234681,0.4074858479422157
46,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,>50K,0.7876373846816079,0.5558484763507149,0.4378070401921337
78,?,Masters,14,Widowed,?,Not-in-family,White,Female,15,United-States,<=50K,0.8525062819796573,0.5378473580935301,0.4585182515208967
26,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Female,40,United-States,<=50K,0.8525062819796573,0.4614103997563527,0.3933552643630356
58,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,White,Male,38,Cuba,<=50K,1.093519284984871,0.2560623427408143,0.2800091099454862
37,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,55,United-States,<=50K,1.093519284984871,0.5153564439285365,0.563552210077079
41,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,>50K,0.7876373846816079,0.5927746714842566,0.46689149195335916
30,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,1.093519284984871,0.5568898518050721,0.6089697925612132
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K,0.8525062819796573,0.40590299131412333,0.3460348499696244
48,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Greece,>50K,0.7876373846816079,0.6733841207442501,0.5303825077491253
22,Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Female,24,United-States,<=50K,0.8525062819796573,0.3824615599472808,0.32605088247079617
50,Private,Masters,14,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,60,?,<=50K,1.093519284984871,0.7061238467696098,0.7721600440302703
25,Private,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,White,Female,40,Guatemala,<=50K,0.8525062819796573,0.2200405367586728,0.18758593987694425
18,Private,10th,6,Never-married,Other-service,Own-child,White,Male,6,United-States,<=50K,1.093519284984871,0.17432904667691496,0.19063217447423422
